Binomial.1.2,Order.1.2,Family.1.2,current.range,present.natural.range,current.range.km2,present.natural.range.km2
Euryoryzomys_macconnelli,Rodentia,Cricetidae,550,550,5121802.66765367,5121802.66765367
Euryoryzomys_nitidus,Rodentia,Cricetidae,182,182,1694851.0645690325,1694851.0645690325
Euryoryzomys_russatus,Rodentia,Cricetidae,147,147,1368918.1675365262,1368918.1675365262
Euryzygomatomys_spinosus,Rodentia,Echimyidae,124,124,1154733.6923437365,1154733.6923437365
Eutamias_sibiricus,Rodentia,Sciuridae,1838,1838,17116133.2784499,17116133.2784499
Eutatus_seguini,Cingulata,CingulataFam,0,264,0,2458465.2804737613
Exilisciurus_concinnus,Rodentia,Sciuridae,36,36,335245.2655191493,335245.2655191493
Exilisciurus_exilis,Rodentia,Sciuridae,109,109,1015048.165044091,1015048.165044091
Exilisciurus_whiteheadi,Rodentia,Sciuridae,35,35,325932.89703250624,325932.89703250624
Felis_bieti,Carnivora,Felidae,98,98,912612.1116910175,912612.1116910175
Felis_chaus,Carnivora,Felidae,1125,1162,10476414.547473416,10820972.181479208
Felis_margarita,Carnivora,Felidae,622,1205,5792293.198691968,11221404.026404858
Felis_nigripes,Carnivora,Felidae,254,254,2365341.595607331,2365341.595607331
Felis_silvestris,Carnivora,Felidae,3920,4909,36504484.4676407,45714416.900930665
Felovia_vae,Rodentia,Ctenodactylidae,23,23,214184.47519278983,214184.47519278983
Feroculus_feroculus,Eulipotyphla,Soricidae,6,6,55874.21091985822,55874.21091985822
Fossa_fossana,Carnivora,Eupleridae,37,62,344557.6340057923,577366.8461718683
Fukomys_anselli,Rodentia,Bathyergidae,6,6,55874.21091985822,55874.21091985822
Fukomys_bocagei,Rodentia,Bathyergidae,109,109,1015048.165044091,1015048.165044091
Fukomys_damarensis,Rodentia,Bathyergidae,135,135,1257169.7456968098,1257169.7456968098
Fukomys_darlingi,Rodentia,Bathyergidae,30,30,279371.05459929106,279371.05459929106
Fukomys_foxi,Rodentia,Bathyergidae,6,6,55874.21091985822,55874.21091985822
Fukomys_kafuensis,Rodentia,Bathyergidae,3,3,27937.10545992911,27937.10545992911
Fukomys_mechowi,Rodentia,Bathyergidae,194,194,1806599.486408749,1806599.486408749
Fukomys_ochraceocinereus,Rodentia,Bathyergidae,117,117,1089547.1129372353,1089547.1129372353
Fukomys_zechi,Rodentia,Bathyergidae,8,8,74498.94789314429,74498.94789314429
Funambulus_layardi,Rodentia,Sciuridae,5,5,46561.84243321518,46561.84243321518
Funambulus_palmarum,Rodentia,Sciuridae,194,194,1806599.486408749,1806599.486408749
Funambulus_pennantii,Rodentia,Sciuridae,377,377,3510762.9194644247,3510762.9194644247
Funambulus_sublineatus,Rodentia,Sciuridae,20,20,186247.3697328607,186247.3697328607
Funambulus_tristriatus,Rodentia,Sciuridae,30,30,279371.05459929106,279371.05459929106
Funisciurus_anerythrus,Rodentia,Sciuridae,310,310,2886834.230859341,2886834.230859341
Funisciurus_bayonii,Rodentia,Sciuridae,55,55,512180.26676536695,512180.26676536695
Funisciurus_carruthersi,Rodentia,Sciuridae,21,21,195559.73821950375,195559.73821950375
Funisciurus_congicus,Rodentia,Sciuridae,236,236,2197718.962847756,2197718.962847756
Funisciurus_duchaillui,Rodentia,Sciuridae,4,4,37249.47394657214,37249.47394657214
Funisciurus_isabella,Rodentia,Sciuridae,88,88,819488.4268245872,819488.4268245872
Funisciurus_lemniscatus,Rodentia,Sciuridae,90,90,838113.1637978732,838113.1637978732
Funisciurus_leucogenys,Rodentia,Sciuridae,75,75,698427.6364982277,698427.6364982277
Funisciurus_pyrropus,Rodentia,Sciuridae,323,323,3007895.021185701,3007895.021185701
Funisciurus_substriatus,Rodentia,Sciuridae,38,38,353870.00249243533,353870.00249243533
Galago_gallarum,Primates,Galagidae,80,80,744989.4789314428,744989.4789314428
Galago_matschiei,Primates,Galagidae,32,32,297995.79157257715,297995.79157257715
Galago_moholi,Primates,Galagidae,528,528,4916930.5609475225,4916930.5609475225
Galago_senegalensis,Primates,Galagidae,1022,1022,9517240.593349183,9517240.593349183
Galagoides_cocos,Primates,Galagidae,10,10,93123.68486643035,93123.68486643035
Galagoides_demidoff,Primates,Galagidae,580,580,5401173.72225296,5401173.72225296
Galagoides_granti,Primates,Galagidae,99,99,921924.4801776606,921924.4801776606
Galagoides_orinus,Primates,Galagidae,15,15,139685.52729964553,139685.52729964553
Galagoides_rondoensis,Primates,Galagidae,5,6,46561.84243321518,55874.21091985822
Galagoides_thomasi,Primates,Galagidae,588,588,5475672.670146105,5475672.670146105
Galagoides_zanzibaricus,Primates,Galagidae,17,17,158310.2642729316,158310.2642729316
Galea_comes,Rodentia,Caviidae,27,27,251433.94913936197,251433.94913936197
Galea_flavidens,Rodentia,Caviidae,9,9,83811.31637978733,83811.31637978733
Galea_leucoblephara,Rodentia,Caviidae,250,250,2328092.1216607587,2328092.1216607587
Galea_musteloides,Rodentia,Caviidae,50,50,465618.4243321518,465618.4243321518
Galea_spixii,Rodentia,Caviidae,221,221,2058033.4355481109,2058033.4355481109
Galemys_pyrenaicus,Eulipotyphla,Talpidae,42,42,391119.4764390075,391119.4764390075
Galenomys_garleppi,Rodentia,Cricetidae,8,8,74498.94789314429,74498.94789314429
Galeopterus_variegatus,Dermoptera,Cynocephalidae,277,277,2579526.070800121,2579526.070800121
Galictis_cuja,Carnivora,Mustelidae,939,939,8744314.00895781,8744314.00895781
Galictis_vittata,Carnivora,Mustelidae,1236,1236,11510087.449490793,11510087.449490793
Galidia_elegans,Carnivora,Eupleridae,41,65,381807.1079523645,605303.9516317974
Galidictis_fasciata,Carnivora,Eupleridae,33,52,307308.16005922016,484243.16130543785
Galidictis_grandidieri,Carnivora,Eupleridae,4,4,37249.47394657214,37249.47394657214
Gazella_atlantica,Cetartiodactyla,Bovidae,0,194,0,1806599.486408749
Gazella_bennettii,Cetartiodactyla,Bovidae,359,359,3343140.28670485,3343140.28670485
Gazella_bilkis,Cetartiodactyla,Bovidae,0,14,0,130373.1588130025
Gazella_cuvieri,Cetartiodactyla,Bovidae,68,68,633241.0570917265,633241.0570917265
Gazella_dorcas,Cetartiodactyla,Bovidae,1175,1194,10942032.971805567,11118967.973051785
Gazella_gazella,Cetartiodactyla,Bovidae,91,256,847425.5322845163,2383966.332580617
Gazella_leptoceros,Cetartiodactyla,Bovidae,195,208,1815911.854895392,1936972.6452217514
Gazella_marica,Cetartiodactyla,Bovidae,0,0,0,0
Gazella_saudiya,Cetartiodactyla,Bovidae,0,97,0,903299.7432043744
Gazella_spekei,Cetartiodactyla,Bovidae,39,39,363182.3709790784,363182.3709790784
Gazella_subgutturosa,Cetartiodactyla,Bovidae,1268,1268,11808083.24106337,11808083.24106337
Gazella_tingitana,Cetartiodactyla,Bovidae,0,196,0,1825224.223382035
Genetta_abyssinica,Carnivora,Viverridae,76,76,707740.0049848707,707740.0049848707
Genetta_angolensis,Carnivora,Viverridae,219,219,2039408.6985748247,2039408.6985748247
Genetta_bourloni,Carnivora,Viverridae,32,32,297995.79157257715,297995.79157257715
Genetta_cristata,Carnivora,Viverridae,24,24,223496.84367943287,223496.84367943287
Genetta_genetta,Carnivora,Viverridae,1772,1772,16501516.95833146,16501516.95833146
Genetta_johnstoni,Carnivora,Viverridae,57,57,530805.003738653,530805.003738653
Genetta_maculata,Carnivora,Viverridae,1525,1525,14201361.942130629,14201361.942130629
Genetta_pardina,Carnivora,Viverridae,192,192,1787974.749435463,1787974.749435463
Genetta_piscivora,Carnivora,Viverridae,41,49,381807.1079523645,456306.05584550876
Genetta_poensis,Carnivora,Viverridae,28,43,260746.317626005,400431.8449256505
Genetta_servalina,Carnivora,Viverridae,406,406,3780821.6055770726,3780821.6055770726
Genetta_thierryi,Carnivora,Viverridae,334,334,3110331.074538774,3110331.074538774
Genetta_tigrina,Carnivora,Viverridae,45,45,419056.5818989366,419056.5818989366
Genetta_victoriae,Carnivora,Viverridae,90,90,838113.1637978732,838113.1637978732
Geocapromys_brownii,Rodentia,Echimyidae,2,4,18624.73697328607,37249.47394657214
Geocapromys_columbianus,Rodentia,Echimyidae,0,30,0,279371.05459929106
Geocapromys_ingrahami,Rodentia,Echimyidae,2,2,18624.73697328607,18624.73697328607
Geocapromys_spA,Rodentia,Echimyidae,0,3,0,27937.10545992911
Geocapromys_thoracatus,Rodentia,Echimyidae,0,1,0,9312.368486643036
Geogale_aurita,Afrosoricida,Tenrecidae,15,35,139685.52729964553,325932.89703250624
Geomys_arenarius,Rodentia,Geomyidae,26,26,242121.58065271893,242121.58065271893
Geomys_attwateri,Rodentia,Geomyidae,15,15,139685.52729964553,139685.52729964553
Geomys_breviceps,Rodentia,Geomyidae,35,35,325932.89703250624,325932.89703250624
Geomys_bursarius,Rodentia,Geomyidae,219,219,2039408.6985748247,2039408.6985748247
Geomys_knoxjonesi,Rodentia,Geomyidae,17,17,158310.2642729316,158310.2642729316
Geomys_personatus,Rodentia,Geomyidae,16,16,148997.89578628857,148997.89578628857
Geomys_pinetis,Rodentia,Geomyidae,41,41,381807.1079523645,381807.1079523645
Geomys_texensis,Rodentia,Geomyidae,7,7,65186.57940650125,65186.57940650125
Geomys_tropicalis,Rodentia,Geomyidae,1,1,9312.368486643036,9312.368486643036
Georychus_capensis,Rodentia,Bathyergidae,30,30,279371.05459929106,279371.05459929106
Geoxus_valdivianus,Rodentia,Cricetidae,55,55,512180.26676536695,512180.26676536695
Gerbilliscus_afra,Rodentia,Muridae,23,23,214184.47519278983,214184.47519278983
Gerbilliscus_boehmi,Rodentia,Muridae,181,181,1685538.6960823894,1685538.6960823894
Gerbilliscus_brantsii,Rodentia,Muridae,270,270,2514339.4913936197,2514339.4913936197
Gerbilliscus_gambiana,Rodentia,Muridae,55,55,512180.26676536695,512180.26676536695
Gerbilliscus_guineae,Rodentia,Muridae,128,128,1191983.1662903086,1191983.1662903086
Gerbilliscus_inclusus,Rodentia,Muridae,44,44,409744.2134122936,409744.2134122936
Gerbilliscus_kempi,Rodentia,Muridae,571,571,5317362.405873174,5317362.405873174
Gerbilliscus_leucogaster,Rodentia,Muridae,702,702,6537282.677623411,6537282.677623411
Gerbilliscus_nigricaudus,Rodentia,Muridae,84,84,782238.952878015,782238.952878015
Gerbilliscus_phillipsi,Rodentia,Muridae,17,17,158310.2642729316,158310.2642729316
Gerbilliscus_robustus,Rodentia,Muridae,635,635,5913353.989018328,5913353.989018328
Gerbilliscus_validus,Rodentia,Muridae,592,592,5512922.144092677,5512922.144092677
Gerbillurus_paeba,Rodentia,Muridae,293,293,2728523.9665864096,2728523.9665864096
Gerbillurus_setzeri,Rodentia,Muridae,21,21,195559.73821950375,195559.73821950375
Gerbillurus_tytonis,Rodentia,Muridae,15,15,139685.52729964553,139685.52729964553
Gerbillurus_vallinus,Rodentia,Muridae,44,44,409744.2134122936,409744.2134122936
Gerbillus_acticola,Rodentia,Muridae,4,4,37249.47394657214,37249.47394657214
Gerbillus_agag,Rodentia,Muridae,0,1,0,9312.368486643036
Gerbillus_amoenus,Rodentia,Muridae,170,170,1583102.6427293161,1583102.6427293161
Gerbillus_andersoni,Rodentia,Muridae,49,49,456306.05584550876,456306.05584550876
Gerbillus_aquilus,Rodentia,Muridae,87,87,810176.0583379441,810176.0583379441
Gerbillus_bottai,Rodentia,Muridae,9,9,83811.31637978733,83811.31637978733
Gerbillus_brockmani,Rodentia,Muridae,1,1,9312.368486643036,9312.368486643036
Gerbillus_burtoni,Rodentia,Muridae,0,1,0,9312.368486643036
Gerbillus_campestris,Rodentia,Muridae,249,249,2318779.753174116,2318779.753174116
Gerbillus_cheesmani,Rodentia,Muridae,313,313,2914771.33631927,2914771.33631927
Gerbillus_cosensis,Rodentia,Muridae,26,26,242121.58065271893,242121.58065271893
Gerbillus_dasyurus,Rodentia,Muridae,262,262,2439840.5435004756,2439840.5435004756
Gerbillus_dunni,Rodentia,Muridae,70,70,651865.7940650125,651865.7940650125
Gerbillus_famulus,Rodentia,Muridae,13,13,121060.79032635946,121060.79032635946
Gerbillus_floweri,Rodentia,Muridae,19,19,176935.00124621767,176935.00124621767
Gerbillus_gerbillus,Rodentia,Muridae,1107,1107,10308791.914713841,10308791.914713841
Gerbillus_gleadowi,Rodentia,Muridae,30,30,279371.05459929106,279371.05459929106
Gerbillus_grobbeni,Rodentia,Muridae,2,2,18624.73697328607,18624.73697328607
Gerbillus_harwoodi,Rodentia,Muridae,40,40,372494.7394657214,372494.7394657214
Gerbillus_henleyi,Rodentia,Muridae,612,612,5699169.513825538,5699169.513825538
Gerbillus_hesperinus,Rodentia,Muridae,1,1,9312.368486643036,9312.368486643036
Gerbillus_hoogstraali,Rodentia,Muridae,5,5,46561.84243321518,46561.84243321518
Gerbillus_jamesi,Rodentia,Muridae,1,1,9312.368486643036,9312.368486643036
Gerbillus_juliani,Rodentia,Muridae,15,15,139685.52729964553,139685.52729964553
Gerbillus_latastei,Rodentia,Muridae,41,41,381807.1079523645,381807.1079523645
Gerbillus_lowei,Rodentia,Muridae,2,2,18624.73697328607,18624.73697328607
Gerbillus_mackillingini,Rodentia,Muridae,35,35,325932.89703250624,325932.89703250624
Gerbillus_maghrebi,Rodentia,Muridae,15,15,139685.52729964553,139685.52729964553
Gerbillus_mesopotamiae,Rodentia,Muridae,41,41,381807.1079523645,381807.1079523645
Gerbillus_muriculus,Rodentia,Muridae,4,4,37249.47394657214,37249.47394657214
Gerbillus_nancillus,Rodentia,Muridae,185,185,1722788.1700289617,1722788.1700289617
Gerbillus_nanus,Rodentia,Muridae,1275,1275,11873269.820469871,11873269.820469871
Gerbillus_nigeriae,Rodentia,Muridae,19,19,176935.00124621767,176935.00124621767
Gerbillus_occiduus,Rodentia,Muridae,5,5,46561.84243321518,46561.84243321518
Gerbillus_percivali,Rodentia,Muridae,1,1,9312.368486643036,9312.368486643036
Gerbillus_perpallidus,Rodentia,Muridae,8,8,74498.94789314429,74498.94789314429
Gerbillus_poecilops,Rodentia,Muridae,31,31,288683.42308593413,288683.42308593413
Gerbillus_principulus,Rodentia,Muridae,2,2,18624.73697328607,18624.73697328607
Gerbillus_pulvinatus,Rodentia,Muridae,8,8,74498.94789314429,74498.94789314429
Gerbillus_pusillus,Rodentia,Muridae,113,113,1052297.638990663,1052297.638990663
Gerbillus_pyramidum,Rodentia,Muridae,441,441,4106754.502609579,4106754.502609579
Gerbillus_rosalinda,Rodentia,Muridae,31,31,288683.42308593413,288683.42308593413
Gerbillus_rupicola,Rodentia,Muridae,12,12,111748.42183971644,111748.42183971644
Gerbillus_simoni,Rodentia,Muridae,68,68,633241.0570917265,633241.0570917265
Gerbillus_somalicus,Rodentia,Muridae,16,16,148997.89578628857,148997.89578628857
Gerbillus_stigmonyx,Rodentia,Muridae,8,8,74498.94789314429,74498.94789314429
Gerbillus_tarabuli,Rodentia,Muridae,754,754,7021525.838928849,7021525.838928849
Gerbillus_watersi,Rodentia,Muridae,38,38,353870.00249243533,353870.00249243533
Giraffa_camelopardalis,Cetartiodactyla,Giraffidae,422,970,3929819.5013633613,9032997.432043744
Glaucomys_sabrinus,Rodentia,Sciuridae,1092,1092,10169106.387414195,10169106.387414195
Glaucomys_volans,Rodentia,Sciuridae,558,558,5196301.615546814,5196301.615546814
Glironia_venusta,Didelphimorphia,Didelphidae,366,366,3408326.866111351,3408326.866111351
Glirulus_japonicus,Rodentia,Gliridae,62,62,577366.8461718683,577366.8461718683
Glis_glis,Rodentia,Gliridae,583,583,5429110.82771289,5429110.82771289
Glossotherium_robustum,Pilosa,Mylodontidae,0,1024,0,9535865.330322469
Glyphotes_simus,Rodentia,Sciuridae,10,10,93123.68486643035,93123.68486643035
Glyptodon_clavipes,Cingulata,CingulataFam,0,751,0,6993588.73346892
Glyptodon_reticulatus,Cingulata,CingulataFam,0,187,0,1741412.9070022476
Glyptotherium_cylindricum,Cingulata,CingulataFam,0,1652,0,15384032.739934295
Glyptotherium_floridanum,Cingulata,CingulataFam,0,534,0,4972804.771867381
Golunda_ellioti,Rodentia,Muridae,391,391,3641136.078277427,3641136.078277427
Gorilla_beringei,Primates,Hominidae,18,18,167622.63275957466,167622.63275957466
Gorilla_gorilla,Primates,Hominidae,109,112,1015048.165044091,1042985.27050402
Gracilinanus_aceramarcae,Didelphimorphia,Didelphidae,12,12,111748.42183971644,111748.42183971644
Gracilinanus_agilis,Didelphimorphia,Didelphidae,473,473,4404750.294182156,4404750.294182156
Gracilinanus_dryas,Didelphimorphia,Didelphidae,13,13,121060.79032635946,121060.79032635946
Gracilinanus_emiliae,Didelphimorphia,Didelphidae,53,110,493555.5297920809,1024360.5335307339
Gracilinanus_marica,Didelphimorphia,Didelphidae,65,65,605303.9516317974,605303.9516317974
Gracilinanus_microtarsus,Didelphimorphia,Didelphidae,99,99,921924.4801776606,921924.4801776606
Grammomys_aridulus,Rodentia,Muridae,6,6,55874.21091985822,55874.21091985822
Grammomys_buntingi,Rodentia,Muridae,34,34,316620.5285458632,316620.5285458632
Grammomys_caniceps,Rodentia,Muridae,19,19,176935.00124621767,176935.00124621767
Grammomys_cometes,Rodentia,Muridae,75,75,698427.6364982277,698427.6364982277
Grammomys_dolichurus,Rodentia,Muridae,457,457,4255752.398395867,4255752.398395867
Grammomys_dryas,Rodentia,Muridae,14,14,130373.1588130025,130373.1588130025
Grammomys_gigas,Rodentia,Muridae,2,2,18624.73697328607,18624.73697328607
Grammomys_ibeanus,Rodentia,Muridae,66,66,614616.3201184403,614616.3201184403
Grammomys_kuru,Rodentia,Muridae,317,317,2952020.8102658424,2952020.8102658424
Grammomys_macmillani,Rodentia,Muridae,47,47,437681.3188722227,437681.3188722227
Grammomys_minnae,Rodentia,Muridae,4,4,37249.47394657214,37249.47394657214
Grammomys_selousi,Rodentia,Muridae,2,2,18624.73697328607,18624.73697328607
Graomys_centralis,Rodentia,Cricetidae,5,5,46561.84243321518,46561.84243321518
Graomys_domorum,Rodentia,Cricetidae,25,25,232809.2121660759,232809.2121660759
Graomys_edithae,Rodentia,Cricetidae,2,2,18624.73697328607,18624.73697328607
Graomys_griseoflavus,Rodentia,Cricetidae,279,279,2598150.807773407,2598150.807773407
Graphiurus_angolensis,Rodentia,Gliridae,31,39,288683.42308593413,363182.3709790784
Graphiurus_christyi,Rodentia,Gliridae,65,65,605303.9516317974,605303.9516317974
Graphiurus_crassicaudatus,Rodentia,Gliridae,96,109,893987.3747177315,1015048.165044091
Graphiurus_johnstoni,Rodentia,Gliridae,5,5,46561.84243321518,46561.84243321518
Graphiurus_kelleni,Rodentia,Gliridae,471,471,4386125.55720887,4386125.55720887
Graphiurus_lorraineus,Rodentia,Gliridae,460,460,4283689.5038557965,4283689.5038557965
Graphiurus_microtis,Rodentia,Gliridae,479,479,4460624.505102014,4460624.505102014
Graphiurus_monardi,Rodentia,Gliridae,16,16,148997.89578628857,148997.89578628857
Graphiurus_murinus,Rodentia,Gliridae,212,212,1974222.1191683237,1974222.1191683237
Graphiurus_nagtglasii,Rodentia,Gliridae,152,152,1415480.0099697413,1415480.0099697413
Graphiurus_ocularis,Rodentia,Gliridae,55,55,512180.26676536695,512180.26676536695
Graphiurus_platyops,Rodentia,Gliridae,63,63,586679.2146585112,586679.2146585112
Graphiurus_rupicola,Rodentia,Gliridae,19,19,176935.00124621767,176935.00124621767
Graphiurus_surdus,Rodentia,Gliridae,19,19,176935.00124621767,176935.00124621767
Gulo_gulo,Carnivora,Mustelidae,3265,4421,30404883.108889513,41169981.079448864
Gymnobelideus_leadbeateri,Diprotodontia,Petauridae,2,5,18624.73697328607,46561.84243321518
Gymnuromys_roberti,Rodentia,Nesomyidae,28,28,260746.317626005,260746.317626005
Habromys_chinanteco,Rodentia,Cricetidae,1,1,9312.368486643036,9312.368486643036
Habromys_delicatulus,Rodentia,Cricetidae,1,1,9312.368486643036,9312.368486643036
Habromys_ixtlani,Rodentia,Cricetidae,1,1,9312.368486643036,9312.368486643036
Habromys_lepturus,Rodentia,Cricetidae,2,2,18624.73697328607,18624.73697328607
Habromys_lophurus,Rodentia,Cricetidae,12,12,111748.42183971644,111748.42183971644
Habromys_schmidlyi,Rodentia,Cricetidae,2,2,18624.73697328607,18624.73697328607
Habromys_simulatus,Rodentia,Cricetidae,3,3,27937.10545992911,27937.10545992911
Hadromys_humei,Rodentia,Muridae,4,4,37249.47394657214,37249.47394657214
Hadromys_yunnanensis,Rodentia,Muridae,4,4,37249.47394657214,37249.47394657214
Hadropithecus_stenognathus,Primates,Archaeolemuridae,0,53,0,493555.5297920809
Haeromys_margarettae,Rodentia,Muridae,5,19,46561.84243321518,176935.00124621767
Haeromys_minahassae,Rodentia,Muridae,20,20,186247.3697328607,186247.3697328607
Haeromys_pusillus,Rodentia,Muridae,11,21,102436.0533530734,195559.73821950375
Halichoerus_grypus,Carnivora,Phocidae,641,641,5969228.1999381855,5969228.1999381855
Handleyomys_alfaroi,Rodentia,Cricetidae,178,178,1657601.5906224605,1657601.5906224605
Handleyomys_chapmani,Rodentia,Cricetidae,18,18,167622.63275957466,167622.63275957466
Handleyomys_fuscatus,Rodentia,Cricetidae,26,26,242121.58065271893,242121.58065271893
Handleyomys_intectus,Rodentia,Cricetidae,5,5,46561.84243321518,46561.84243321518
Handleyomys_melanotis,Rodentia,Cricetidae,39,39,363182.3709790784,363182.3709790784
